country,year,sex,age,suicides_no,population
Grenada,2011,female,15-24 years,0,11312
Grenada,2011,female,25-34 years,0,8950
Grenada,2011,female,35-54 years,0,10609
Grenada,2011,female,5-14 years,0,9137
Grenada,2011,female,55-74 years,0,5474
Grenada,2011,female,75+ years,0,2185
Grenada,2011,male,15-24 years,0,11534
Grenada,2011,male,25-34 years,0,9361
Grenada,2011,male,35-54 years,0,10875
Grenada,2011,male,5-14 years,0,9566
Grenada,2011,male,55-74 years,1,4824
Grenada,2011,male,75+ years,0,1275
Grenada,2012,female,15-24 years,0,10948
Grenada,2012,female,25-34 years,0,9316
Grenada,2012,female,35-54 years,0,10730
Grenada,2012,female,5-14 years,0,9000
Grenada,2012,female,55-74 years,0,5587
Grenada,2012,female,75+ years,0,2204
Grenada,2012,male,15-24 years,1,11176
Grenada,2012,male,25-34 years,0,9743
Grenada,2012,male,35-54 years,1,11033
Grenada,2012,male,5-14 years,0,9447
Grenada,2012,male,55-74 years,0,4945
Grenada,2012,male,75+ years,0,1297
Grenada,2013,female,15-24 years,0,10571
Grenada,2013,female,25-34 years,0,9660
Grenada,2013,female,35-54 years,0,10858
Grenada,2013,female,5-14 years,0,8933
Grenada,2013,female,55-74 years,0,5723
Grenada,2013,female,75+ years,0,2219
Grenada,2013,male,15-24 years,0,10812
Grenada,2013,male,25-34 years,0,10118
Grenada,2013,male,35-54 years,0,11200
Grenada,2013,male,5-14 years,0,9387
Grenada,2013,male,55-74 years,0,5082
Grenada,2013,male,75+ years,0,1313
Grenada,2014,female,15-24 years,0,10206
Grenada,2014,female,25-34 years,0,9943
Grenada,2014,female,35-54 years,0,10981
Grenada,2014,female,5-14 years,0,8922
Grenada,2014,female,55-74 years,0,5907
Grenada,2014,female,75+ years,0,2222
Grenada,2014,male,15-24 years,0,10470
Grenada,2014,male,25-34 years,0,10415
Grenada,2014,male,35-54 years,0,11369
Grenada,2014,male,5-14 years,0,9380
Grenada,2014,male,55-74 years,0,5260
Grenada,2014,male,75+ years,0,1318
Grenada,2015,female,15-24 years,0,9880
Grenada,2015,female,25-34 years,0,10127
Grenada,2015,female,35-54 years,0,11086
Grenada,2015,female,5-14 years,0,8948
Grenada,2015,female,55-74 years,0,6146
Grenada,2015,female,75+ years,0,2210
Grenada,2015,male,15-24 years,0,10167
Grenada,2015,male,25-34 years,0,10597
Grenada,2015,male,35-54 years,0,11536
Grenada,2015,male,5-14 years,0,9409
Grenada,2015,male,55-74 years,0,5483
Grenada,2015,male,75+ years,0,1303
Grenada,2016,female,15-24 years,0,9543
Grenada,2016,female,25-34 years,0,10271
Grenada,2016,female,35-54 years,0,11222
Grenada,2016,female,5-14 years,0,8985
Grenada,2016,female,55-74 years,0,6392
Grenada,2016,female,75+ years,0,2227
Grenada,2016,male,15-24 years,0,9860
Grenada,2016,male,25-34 years,0,10718
Grenada,2016,male,35-54 years,0,11746
Grenada,2016,male,5-14 years,0,9455
Grenada,2016,male,55-74 years,0,5721
Grenada,2016,male,75+ years,0,1312
Guadeloupe,1981,female,15-24 years,1,34486
Guadeloupe,1981,female,25-34 years,1,23176
Guadeloupe,1981,female,35-54 years,0,32034
Guadeloupe,1981,female,5-14 years,0,37242
Guadeloupe,1981,female,55-74 years,1,19730
Guadeloupe,1981,female,75+ years,1,5477
Guadeloupe,1981,male,15-24 years,4,35931
Guadeloupe,1981,male,25-34 years,3,21451
Guadeloupe,1981,male,35-54 years,8,29221
Guadeloupe,1981,male,5-14 years,0,38901
Guadeloupe,1981,male,55-74 years,7,17240
Guadeloupe,1981,male,75+ years,0,3315
Guadeloupe,1982,female,15-24 years,,35600
Guadeloupe,1982,female,25-34 years,,23000
Guadeloupe,1982,female,35-54 years,,31800
Guadeloupe,1982,female,5-14 years,,38300
Guadeloupe,1982,female,55-74 years,,20000
Guadeloupe,1982,female,75+ years,,5700
Guadeloupe,1982,male,15-24 years,,37300
Guadeloupe,1982,male,25-34 years,,20900
Guadeloupe,1982,male,35-54 years,,28900
Guadeloupe,1982,male,5-14 years,,39300
Guadeloupe,1982,male,55-74 years,,17700
Guadeloupe,1982,male,75+ years,,3500
Guadeloupe,2000,female,15-24 years,1,31328
Guadeloupe,2000,female,25-34 years,0,35413
Guadeloupe,2000,female,35-54 years,2,60122
Guadeloupe,2000,female,5-14 years,0,33771
Guadeloupe,2000,female,55-74 years,1,31385
Guadeloupe,2000,female,75+ years,1,11557
Guadeloupe,2000,male,15-24 years,1,32225
Guadeloupe,2000,male,25-34 years,8,30853
Guadeloupe,2000,male,35-54 years,15,54921
Guadeloupe,2000,male,5-14 years,1,34993
Guadeloupe,2000,male,55-74 years,4,26768
Guadeloupe,2000,male,75+ years,3,7506
Guadeloupe,2001,female,15-24 years,1,30377
Guadeloupe,2001,female,25-34 years,1,34493
Guadeloupe,2001,female,35-54 years,2,61975
Guadeloupe,2001,female,5-14 years,0,34040
Guadeloupe,2001,female,55-74 years,2,32237
Guadeloupe,2001,female,75+ years,3,12034
Guadeloupe,2001,male,15-24 years,3,31725
Guadeloupe,2001,male,25-34 years,6,30532
Guadeloupe,2001,male,35-54 years,8,56311
Guadeloupe,2001,male,5-14 years,0,35358
Guadeloupe,2001,male,55-74 years,7,27552
Guadeloupe,2001,male,75+ years,0,7845
Guadeloupe,2002,female,15-24 years,2,29262
Guadeloupe,2002,female,25-34 years,2,33379
Guadeloupe,2002,female,35-54 years,4,63685
Guadeloupe,2002,female,5-14 years,0,34320
Guadeloupe,2002,female,55-74 years,0,33105
Guadeloupe,2002,female,75+ years,0,12471
Guadeloupe,2002,male,15-24 years,3,31330
Guadeloupe,2002,male,25-34 years,6,30137
Guadeloupe,2002,male,35-54 years,11,57587
Guadeloupe,2002,male,5-14 years,1,35766
Guadeloupe,2002,male,55-74 years,5,28463
Guadeloupe,2002,male,75+ years,2,8168
Guadeloupe,2003,female,15-24 years,1,28125
Guadeloupe,2003,female,25-34 years,0,32198
Guadeloupe,2003,female,35-54 years,2,65297
Guadeloupe,2003,female,5-14 years,0,34560
Guadeloupe,2003,female,55-74 years,2,34088
Guadeloupe,2003,female,75+ years,1,12890
Guadeloupe,2003,male,15-24 years,3,31124
Guadeloupe,2003,male,25-34 years,6,29578
Guadeloupe,2003,male,35-54 years,11,58695
Guadeloupe,2003,male,5-14 years,0,36156
Guadeloupe,2003,male,55-74 years,4,29474
Guadeloupe,2003,male,75+ years,1,8456
Guadeloupe,2004,female,15-24 years,0,27220
Guadeloupe,2004,female,25-34 years,0,31013
Guadeloupe,2004,female,35-54 years,3,66803
Guadeloupe,2004,female,5-14 years,0,34808
Guadeloupe,2004,female,55-74 years,1,35262
Guadeloupe,2004,female,75+ years,2,13321
Guadeloupe,2004,male,15-24 years,4,31130
Guadeloupe,2004,male,25-34 years,4,28805
Guadeloupe,2004,male,35-54 years,12,59578
Guadeloupe,2004,male,5-14 years,0,36446
Guadeloupe,2004,male,55-74 years,10,30516
Guadeloupe,2004,male,75+ years,3,8712
Guadeloupe,2005,female,15-24 years,0,26794
Guadeloupe,2005,female,25-34 years,5,29811
Guadeloupe,2005,female,35-54 years,3,68143
Guadeloupe,2005,female,5-14 years,0,35138
Guadeloupe,2005,female,55-74 years,7,36668
Guadeloupe,2005,female,75+ years,1,13806
Guadeloupe,2005,male,15-24 years,2,31316
Guadeloupe,2005,male,25-34 years,4,27837
Guadeloupe,2005,male,35-54 years,18,60188
Guadeloupe,2005,male,5-14 years,0,36573
Guadeloupe,2005,male,55-74 years,4,31530
Guadeloupe,2005,male,75+ years,2,8947
Guadeloupe,2006,female,15-24 years,0,26795
Guadeloupe,2006,female,25-34 years,2,29527
Guadeloupe,2006,female,35-54 years,6,69044
Guadeloupe,2006,female,5-14 years,0,35032
Guadeloupe,2006,female,55-74 years,1,38418
Guadeloupe,2006,female,75+ years,0,14379
Guadeloupe,2006,male,15-24 years,0,29982
Guadeloupe,2006,male,25-34 years,5,26657
Guadeloupe,2006,male,35-54 years,18,60998
Guadeloupe,2006,male,5-14 years,1,36638
Guadeloupe,2006,male,55-74 years,4,33076
Guadeloupe,2006,male,75+ years,2,9353
Guadeloupe,2007,female,15-24 years,1,26975
Guadeloupe,2007,female,25-34 years,1,29176
Guadeloupe,2007,female,35-54 years,4,70025
Guadeloupe,2007,female,5-14 years,0,35048
Guadeloupe,2007,female,55-74 years,3,40409
Guadeloupe,2007,female,75+ years,0,15071
Guadeloupe,2007,male,15-24 years,2,28911
Guadeloupe,2007,male,25-34 years,4,25125
Guadeloupe,2007,male,35-54 years,13,61520
Guadeloupe,2007,male,5-14 years,0,36675
Guadeloupe,2007,male,55-74 years,5,34613
Guadeloupe,2007,male,75+ years,1,9775
Guadeloupe,2008,female,15-24 years,0,27201
Guadeloupe,2008,female,25-34 years,1,28653
Guadeloupe,2008,female,35-54 years,4,71236
Guadeloupe,2008,female,5-14 years,0,34983
Guadeloupe,2008,female,55-74 years,0,42535
Guadeloupe,2008,female,75+ years,0,15851
Guadeloupe,2008,male,15-24 years,3,28265
Guadeloupe,2008,male,25-34 years,4,23235
Guadeloupe,2008,male,35-54 years,20,61830
Guadeloupe,2008,male,5-14 years,0,36593
Guadeloupe,2008,male,55-74 years,8,36150
Guadeloupe,2008,male,75+ years,3,10219
Guadeloupe,2009,female,15-24 years,0,27355
Guadeloupe,2009,female,25-34 years,0,27853
Guadeloupe,2009,female,35-54 years,8,72593
Guadeloupe,2009,female,5-14 years,1,34735
Guadeloupe,2009,female,55-74 years,2,44659
Guadeloupe,2009,female,75+ years,0,16666
Guadeloupe,2009,male,15-24 years,1,28104
Guadeloupe,2009,male,25-34 years,8,21055
Guadeloupe,2009,male,35-54 years,8,61899
Guadeloupe,2009,male,5-14 years,2,36404
Guadeloupe,2009,male,55-74 years,8,37746
Guadeloupe,2009,male,75+ years,1,10690
Guadeloupe,2010,female,15-24 years,1,27504
Guadeloupe,2010,female,25-34 years,3,26718
Guadeloupe,2010,female,35-54 years,3,73777
Guadeloupe,2010,female,5-14 years,1,34283
Guadeloupe,2010,female,55-74 years,2,46688
Guadeloupe,2010,female,75+ years,1,17452
Guadeloupe,2010,male,15-24 years,2,28436
Guadeloupe,2010,male,25-34 years,4,18701
Guadeloupe,2010,male,35-54 years,17,61622
Guadeloupe,2010,male,5-14 years,0,36152
Guadeloupe,2010,male,55-74 years,9,39465
Guadeloupe,2010,male,75+ years,1,11192
Guadeloupe,2011,female,15-24 years,1,24898
Guadeloupe,2011,female,25-34 years,0,22568
Guadeloupe,2011,female,35-54 years,5,67291
Guadeloupe,2011,female,5-14 years,0,29812
Guadeloupe,2011,female,55-74 years,0,43001
Guadeloupe,2011,female,75+ years,0,16360
Guadeloupe,2011,male,15-24 years,4,25794
Guadeloupe,2011,male,25-34 years,4,16795
Guadeloupe,2011,male,35-54 years,8,54032
Guadeloupe,2011,male,5-14 years,0,31072
Guadeloupe,2011,male,55-74 years,5,36318
Guadeloupe,2011,male,75+ years,5,10581
Guadeloupe,2012,female,15-24 years,0,29549
Guadeloupe,2012,female,25-34 years,1,24321
Guadeloupe,2012,female,35-54 years,5,74137
Guadeloupe,2012,female,5-14 years,0,32626
Guadeloupe,2012,female,55-74 years,5,49523
Guadeloupe,2012,female,75+ years,1,18421
Guadeloupe,2012,male,15-24 years,5,30558
Guadeloupe,2012,male,25-34 years,4,17667
Guadeloupe,2012,male,35-54 years,10,59908
Guadeloupe,2012,male,5-14 years,0,34084
Guadeloupe,2012,male,55-74 years,7,41476
Guadeloupe,2012,male,75+ years,2,11903
Guadeloupe,2013,female,15-24 years,1,30439
Guadeloupe,2013,female,25-34 years,1,23203
Guadeloupe,2013,female,35-54 years,3,73659
Guadeloupe,2013,female,5-14 years,0,31657
Guadeloupe,2013,female,55-74 years,0,50801
Guadeloupe,2013,female,75+ years,1,18805
Guadeloupe,2013,male,15-24 years,4,31428
Guadeloupe,2013,male,25-34 years,2,17478
Guadeloupe,2013,male,35-54 years,12,58711
Guadeloupe,2013,male,5-14 years,1,33064
Guadeloupe,2013,male,55-74 years,13,42645
Guadeloupe,2013,male,75+ years,1,12233
Guadeloupe,2014,female,15-24 years,1,31082
Guadeloupe,2014,female,25-34 years,1,22336
Guadeloupe,2014,female,35-54 years,4,72903
Guadeloupe,2014,female,5-14 years,0,30688
Guadeloupe,2014,female,55-74 years,1,52144
Guadeloupe,2014,female,75+ years,1,19231
Guadeloupe,2014,male,15-24 years,0,32062
Guadeloupe,2014,male,25-34 years,2,17542
Guadeloupe,2014,male,35-54 years,5,57340
Guadeloupe,2014,male,5-14 years,0,32066
Guadeloupe,2014,male,55-74 years,9,43937
Guadeloupe,2014,male,75+ years,1,12575
Guatemala,1979,female,15-24 years,6,681373
Guatemala,1979,female,25-34 years,2,444479
Guatemala,1979,female,35-54 years,2,540747
Guatemala,1979,female,5-14 years,0,966662
Guatemala,1979,female,55-74 years,0,219950
Guatemala,1979,female,75+ years,0,34948
Guatemala,1979,male,15-24 years,15,688323
Guatemala,1979,male,25-34 years,28,434914
Guatemala,1979,male,35-54 years,32,537136
Guatemala,1979,male,5-14 years,0,999115
Guatemala,1979,male,55-74 years,2,215407
Guatemala,1979,male,75+ years,2,29387
Guatemala,1980,female,15-24 years,4,696539
Guatemala,1980,female,25-34 years,2,460838
Guatemala,1980,female,35-54 years,5,548697
Guatemala,1980,female,5-14 years,0,993999
Guatemala,1980,female,55-74 years,2,228510
Guatemala,1980,female,75+ years,0,35648
Guatemala,1980,male,15-24 years,25,702116
Guatemala,1980,male,25-34 years,18,448506
Guatemala,1980,male,35-54 years,23,542036
Guatemala,1980,male,5-14 years,0,1026602
Guatemala,1980,male,55-74 years,7,223994
Guatemala,1980,male,75+ years,1,29919
Guatemala,1981,female,15-24 years,2,710024
Guatemala,1981,female,25-34 years,1,477900
Guatemala,1981,female,35-54 years,0,556144
Guatemala,1981,female,5-14 years,0,1023250
Guatemala,1981,female,55-74 years,0,236593
Guatemala,1981,female,75+ years,0,37078
Guatemala,1981,male,15-24 years,8,713662
Guatemala,1981,male,25-34 years,7,462817
Guatemala,1981,male,35-54 years,11,546362
Guatemala,1981,male,5-14 years,0,1056341
Guatemala,1981,male,55-74 years,7,232261
Guatemala,1981,male,75+ years,2,31256
Guatemala,1984,female,15-24 years,0,756000
Guatemala,1984,female,25-34 years,0,543000
Guatemala,1984,female,35-54 years,0,596000
Guatemala,1984,female,5-14 years,0,1016000
Guatemala,1984,female,55-74 years,4,247000
Guatemala,1984,female,75+ years,0,37000
Guatemala,1984,male,15-24 years,4,783000
Guatemala,1984,male,25-34 years,8,561000
Guatemala,1984,male,35-54 years,12,608000
Guatemala,1984,male,5-14 years,0,1054000
Guatemala,1984,male,55-74 years,12,242000
Guatemala,1984,male,75+ years,0,33000
Guatemala,1986,female,15-24 years,17,807507
Guatemala,1986,female,25-34 years,8,554851
Guatemala,1986,female,35-54 years,9,608676
Guatemala,1986,female,5-14 years,2,1184961
Guatemala,1986,female,55-74 years,0,284393
Guatemala,1986,female,75+ years,0,42581
Guatemala,1986,male,15-24 years,65,804664
Guatemala,1986,male,25-34 years,46,522775
Guatemala,1986,male,35-54 years,32,577043
Guatemala,1986,male,5-14 years,2,1221857
Guatemala,1986,male,55-74 years,19,278407
Guatemala,1986,male,75+ years,3,36473
Guatemala,1987,female,15-24 years,21,831270
Guatemala,1987,female,25-34 years,16,567102
Guatemala,1987,female,35-54 years,13,625628
Guatemala,1987,female,5-14 years,2,1218497
Guatemala,1987,female,55-74 years,3,293688
Guatemala,1987,female,75+ years,2,44390
Guatemala,1987,male,15-24 years,45,826321
Guatemala,1987,male,25-34 years,63,531366
Guatemala,1987,male,35-54 years,49,588914
Guatemala,1987,male,5-14 years,6,1256693
Guatemala,1987,male,55-74 years,16,286727
Guatemala,1987,male,75+ years,5,38144
Guatemala,1988,female,15-24 years,14,857407
Guatemala,1988,female,25-34 years,8,578654
Guatemala,1988,female,35-54 years,6,644602
Guatemala,1988,female,5-14 years,2,1251951
Guatemala,1988,female,55-74 years,1,303222
Guatemala,1988,female,75+ years,0,46083
Guatemala,1988,male,15-24 years,41,850454
Guatemala,1988,male,25-34 years,38,539024
Guatemala,1988,male,35-54 years,43,602425
Guatemala,1988,male,5-14 years,3,1291517
Guatemala,1988,male,55-74 years,10,295096
Guatemala,1988,male,75+ years,8,39641
Guatemala,1989,female,15-24 years,6,885511
Guatemala,1989,female,25-34 years,12,590425
Guatemala,1989,female,35-54 years,8,664347
Guatemala,1989,female,5-14 years,4,1283852
Guatemala,1989,female,55-74 years,0,312844
Guatemala,1989,female,75+ years,0,47591
Guatemala,1989,male,15-24 years,31,876831
Guatemala,1989,male,25-34 years,36,546765
Guatemala,1989,male,35-54 years,31,616089
Guatemala,1989,male,5-14 years,2,1324615
Guatemala,1989,male,55-74 years,18,303352
Guatemala,1989,male,75+ years,4,40886
Guatemala,1990,female,15-24 years,10,915256
Guatemala,1990,female,25-34 years,6,603010
Guatemala,1990,female,35-54 years,8,684099
Guatemala,1990,female,5-14 years,2,1312953
Guatemala,1990,female,55-74 years,1,322429
Guatemala,1990,female,75+ years,0,48909
Guatemala,1990,male,15-24 years,34,905373
Guatemala,1990,male,25-34 years,45,555151
Guatemala,1990,male,35-54 years,37,628848
Guatemala,1990,male,5-14 years,2,1354763
Guatemala,1990,male,55-74 years,9,311351
Guatemala,1990,male,75+ years,4,41850
Guatemala,1991,female,15-24 years,15,943849
Guatemala,1991,female,25-34 years,6,618151
Guatemala,1991,female,35-54 years,7,705012
Guatemala,1991,female,5-14 years,0,1342485
Guatemala,1991,female,55-74 years,4,331253
Guatemala,1991,female,75+ years,0,51405
Guatemala,1991,male,15-24 years,24,931649
Guatemala,1991,male,25-34 years,36,566970
Guatemala,1991,male,35-54 years,45,642940
Guatemala,1991,male,5-14 years,4,1384596
Guatemala,1991,male,55-74 years,11,318299
Guatemala,1991,male,75+ years,4,44056
Guatemala,1992,female,15-24 years,12,973024
Guatemala,1992,female,25-34 years,8,633652
Guatemala,1992,female,35-54 years,14,725674
Guatemala,1992,female,5-14 years,0,1368743
Guatemala,1992,female,55-74 years,3,339788
Guatemala,1992,female,75+ years,1,53676
Guatemala,1992,male,15-24 years,43,958307
Guatemala,1992,male,25-34 years,22,578709
Guatemala,1992,male,35-54 years,52,656247
Guatemala,1992,male,5-14 years,0,1411211
Guatemala,1992,male,55-74 years,13,324698
Guatemala,1992,male,75+ years,5,45943
Guatemala,1993,female,15-24 years,10,1003449
Guatemala,1993,female,25-34 years,5,649869
Guatemala,1993,female,35-54 years,7,746296
Guatemala,1993,female,5-14 years,4,1392070
Guatemala,1993,female,55-74 years,4,348142
Guatemala,1993,female,75+ years,0,55825
Guatemala,1993,male,15-24 years,32,986185
Guatemala,1993,male,25-34 years,40,590858
Guatemala,1993,male,35-54 years,41,669216
Guatemala,1993,male,5-14 years,5,1434745
Guatemala,1993,male,55-74 years,14,330703
Guatemala,1993,male,75+ years,3,47600
Guatemala,1994,female,15-24 years,11,1035674
Guatemala,1994,female,25-34 years,4,667227
Guatemala,1994,female,35-54 years,1,767533
Guatemala,1994,female,5-14 years,1,1413928
Guatemala,1994,female,55-74 years,3,356534
Guatemala,1994,female,75+ years,0,58014
Guatemala,1994,male,15-24 years,42,1016187
Guatemala,1994,male,25-34 years,30,603841
Guatemala,1994,male,35-54 years,32,682516
Guatemala,1994,male,5-14 years,5,1456798
Guatemala,1994,male,55-74 years,10,336518
Guatemala,1994,male,75+ years,3,49144
Guatemala,1995,female,15-24 years,18,1069684
Guatemala,1995,female,25-34 years,9,685827
Guatemala,1995,female,35-54 years,13,789773
Guatemala,1995,female,5-14 years,4,1435874
Guatemala,1995,female,55-74 years,2,365062
Guatemala,1995,female,75+ years,1,60348
Guatemala,1995,male,15-24 years,56,1048793
Guatemala,1995,male,25-34 years,43,617700
Guatemala,1995,male,35-54 years,47,696270
Guatemala,1995,male,5-14 years,3,1479299
Guatemala,1995,male,55-74 years,13,342226
Guatemala,1995,male,75+ years,2,50656
Guatemala,1996,female,15-24 years,17,1098841
Guatemala,1996,female,25-34 years,7,706026
Guatemala,1996,female,35-54 years,6,812204
Guatemala,1996,female,5-14 years,1,1457269
Guatemala,1996,female,55-74 years,2,372293
Guatemala,1996,female,75+ years,0,64140
Guatemala,1996,male,15-24 years,25,1075948
Guatemala,1996,male,25-34 years,41,634452
Guatemala,1996,male,35-54 years,35,711024
Guatemala,1996,male,5-14 years,2,1499270
Guatemala,1996,male,55-74 years,17,346994
Guatemala,1996,male,75+ years,4,53865
Guatemala,1997,female,15-24 years,22,1130115
Guatemala,1997,female,25-34 years,6,728049
Guatemala,1997,female,35-54 years,11,836324
Guatemala,1997,female,5-14 years,3,1483012
Guatemala,1997,female,55-74 years,2,380152
Guatemala,1997,female,75+ years,0,68042
Guatemala,1997,male,15-24 years,48,1105530
Guatemala,1997,male,25-34 years,29,652379
Guatemala,1997,male,35-54 years,40,727096
Guatemala,1997,male,5-14 years,3,1524274
Guatemala,1997,male,55-74 years,13,352178
Guatemala,1997,male,75+ years,2,57054
Guatemala,1998,female,15-24 years,24,1162699
Guatemala,1998,female,25-34 years,3,751641
Guatemala,1998,female,35-54 years,10,861697
Guatemala,1998,female,5-14 years,4,1512601
Guatemala,1998,female,55-74 years,2,388431
Guatemala,1998,female,75+ years,2,72064
Guatemala,1998,male,15-24 years,54,1136859
Guatemala,1998,male,25-34 years,41,671525
Guatemala,1998,male,35-54 years,36,744377
Guatemala,1998,male,5-14 years,5,1553770
Guatemala,1998,male,55-74 years,14,357635
Guatemala,1998,male,75+ years,6,60230
Guatemala,1999,female,15-24 years,18,1194770
Guatemala,1999,female,25-34 years,7,776336
Guatemala,1999,female,35-54 years,10,887894
Guatemala,1999,female,5-14 years,5,1544869
Guatemala,1999,female,55-74 years,2,396778
Guatemala,1999,female,75+ years,0,76218
Guatemala,1999,male,15-24 years,59,1168283
Guatemala,1999,male,25-34 years,54,691691
Guatemala,1999,male,35-54 years,55,762548
Guatemala,1999,male,5-14 years,5,1586803
Guatemala,1999,male,55-74 years,14,363067
Guatemala,1999,male,75+ years,5,63409
Guatemala,2000,female,15-24 years,20,1225314
Guatemala,2000,female,25-34 years,8,801834
Guatemala,2000,female,35-54 years,7,914858
Guatemala,2000,female,5-14 years,3,1577920
Guatemala,2000,female,55-74 years,2,405113
Guatemala,2000,female,75+ years,0,80541
Guatemala,2000,male,15-24 years,49,1199179
Guatemala,2000,male,25-34 years,45,712716
Guatemala,2000,male,35-54 years,19,781304
Guatemala,2000,male,5-14 years,5,1621778
Guatemala,2000,male,55-74 years,21,368401
Guatemala,2000,male,75+ years,3,66627
Guatemala,2001,female,15-24 years,30,1253297
Guatemala,2001,female,25-34 years,9,831947
Guatemala,2001,female,35-54 years,6,944723
Guatemala,2001,female,5-14 years,4,1611925
Guatemala,2001,female,55-74 years,3,412890
Guatemala,2001,female,75+ years,0,86093
Guatemala,2001,male,15-24 years,52,1229384
Guatemala,2001,male,25-34 years,35,741173
Guatemala,2001,male,35-54 years,39,802949
Guatemala,2001,male,5-14 years,2,1656505
Guatemala,2001,male,55-74 years,17,372875
Guatemala,2001,male,75+ years,5,71336
Guatemala,2002,female,15-24 years,28,1278693
Guatemala,2002,female,25-34 years,14,862814
Guatemala,2002,female,35-54 years,9,975928
Guatemala,2002,female,5-14 years,1,1646501
Guatemala,2002,female,55-74 years,8,420750
Guatemala,2002,female,75+ years,4,91705
Guatemala,2002,male,15-24 years,60,1257598
Guatemala,2002,male,25-34 years,47,770700
Guatemala,2002,male,35-54 years,50,826155
Guatemala,2002,male,5-14 years,7,1692961
Guatemala,2002,male,55-74 years,26,377333
Guatemala,2002,male,75+ years,4,76028
Guatemala,2003,female,15-24 years,24,1303216
Guatemala,2003,female,25-34 years,7,894464
Guatemala,2003,female,35-54 years,11,1008123
Guatemala,2003,female,5-14 years,7,1680330
Guatemala,2003,female,55-74 years,4,429408
Guatemala,2003,female,75+ years,0,97342
Guatemala,2003,male,15-24 years,67,1285345
Guatemala,2003,male,25-34 years,51,801449
Guatemala,2003,male,35-54 years,51,850642
Guatemala,2003,male,5-14 years,6,1729518
Guatemala,2003,male,55-74 years,17,382491
Guatemala,2003,male,75+ years,8,80652
Guatemala,2004,female,15-24 years,28,1329347
Guatemala,2004,female,25-34 years,12,927173
Guatemala,2004,female,35-54 years,15,1041132
Guatemala,2004,female,5-14 years,8,1712578
Guatemala,2004,female,55-74 years,3,439994
Guatemala,2004,female,75+ years,0,102985
Guatemala,2004,male,15-24 years,72,1314940
Guatemala,2004,male,25-34 years,48,833813
Guatemala,2004,male,35-54 years,37,876065
Guatemala,2004,male,5-14 years,6,1765148
Guatemala,2004,male,55-74 years,18,389441
Guatemala,2004,male,75+ years,3,85192
Guatemala,2005,female,15-24 years,40,1358448
Guatemala,2005,female,25-34 years,11,960871
Guatemala,2005,female,35-54 years,4,1074912
Guatemala,2005,female,5-14 years,5,1743164
Guatemala,2005,female,55-74 years,1,453146
Guatemala,2005,female,75+ years,0,108647
Guatemala,2005,male,15-24 years,61,1347811
Guatemala,2005,male,25-34 years,42,867772
Guatemala,2005,male,35-54 years,43,902079
Guatemala,2005,male,5-14 years,6,1799665
Guatemala,2005,male,55-74 years,17,398755
Guatemala,2005,male,75+ years,8,89636
Guatemala,2006,female,15-24 years,30,1388465
Guatemala,2006,female,25-34 years,17,997533
Guatemala,2006,female,35-54 years,14,1108838
Guatemala,2006,female,5-14 years,5,1770281
Guatemala,2006,female,55-74 years,3,466943
Guatemala,2006,female,75+ years,2,114662
Guatemala,2006,male,15-24 years,81,1382701
Guatemala,2006,male,25-34 years,54,906782
Guatemala,2006,male,35-54 years,55,928162
Guatemala,2006,male,5-14 years,4,1830167
Guatemala,2006,male,55-74 years,23,407941
Guatemala,2006,male,75+ years,10,94659
Guatemala,2007,female,15-24 years,34,1420815
Guatemala,2007,female,25-34 years,7,1036031
Guatemala,2007,female,35-54 years,12,1144742
Guatemala,2007,female,5-14 years,7,1797379
Guatemala,2007,female,55-74 years,3,483657
Guatemala,2007,female,75+ years,1,120646
Guatemala,2007,male,15-24 years,84,1420153
Guatemala,2007,male,25-34 years,69,948435
Guatemala,2007,male,35-54 years,74,956182
Guatemala,2007,male,5-14 years,3,1861071
Guatemala,2007,male,55-74 years,26,419760
Guatemala,2007,male,75+ years,7,99526
Guatemala,2008,female,15-24 years,57,1455218
Guatemala,2008,female,25-34 years,22,1075126
Guatemala,2008,female,35-54 years,25,1182879
Guatemala,2008,female,5-14 years,16,1823676
Guatemala,2008,female,55-74 years,1,502605
Guatemala,2008,female,75+ years,0,126570
Guatemala,2008,male,15-24 years,132,1459853
Guatemala,2008,male,25-34 years,92,991424
Guatemala,2008,male,35-54 years,91,986586
Guatemala,2008,male,5-14 years,8,1891253
Guatemala,2008,male,55-74 years,39,433507
Guatemala,2008,male,75+ years,9,104188
Guatemala,2009,female,15-24 years,69,1490780
Guatemala,2009,female,25-34 years,38,1112873
Guatemala,2009,female,35-54 years,25,1223531
Guatemala,2009,female,5-14 years,10,1847847
Guatemala,2009,female,55-74 years,3,522645
Guatemala,2009,female,75+ years,0,132317
Guatemala,2009,male,15-24 years,118,1500901
Guatemala,2009,male,25-34 years,82,1033623
Guatemala,2009,male,35-54 years,109,1019866
Guatemala,2009,male,5-14 years,7,1919024
Guatemala,2009,male,55-74 years,38,448004
Guatemala,2009,male,75+ years,12,108534
Guatemala,2010,female,15-24 years,43,1526942
Guatemala,2010,female,25-34 years,21,1148170
Guatemala,2010,female,35-54 years,8,1266987
Guatemala,2010,female,5-14 years,7,1868422
Guatemala,2010,female,55-74 years,3,543090
Guatemala,2010,female,75+ years,0,137869
Guatemala,2010,male,15-24 years,91,1542758
Guatemala,2010,male,25-34 years,76,1073765
